"","x"
"1",0.118574863476131
"2",0.115752003134772
"3",0.12863483070627
"4",0.158984676786142
"5",0.150148122961526
"6",0.154368236677233
"7",0.105371638917985
"8",0.0496721490268388
"9",0.0184934783131012
"10",1439323774
